"Source","Target","Type","Id","Label","timeset","Weight"
188,290,"Directed",6325,"Financial management and expenditure budget actual expenditure categorySpecialized health care Tuberculosis Prevention Center Category Overview","",1
188,292,"Directed",6326,"Financial management and expenditure budget actual expenditure categoryThe number of injury accidents Disease Control and Prevention category divided by age group","",1
188,293,"Directed",6327,"Financial management and expenditure budget actual expenditure categoryCDC category divided by age group HIV infection cases","",1
191,193,"Directed",6328,"The number of deaths divided by category Health Group statistical underlying cause of deathHuman Resources category interns Overview","",1
191,195,"Directed",6329,"The number of deaths divided by category Health Group statistical underlying cause of deathDisease Prevention and Control category by location number vaccinated","",1
191,196,"Directed",6330,"The number of deaths divided by category Health Group statistical underlying cause of deathThe number of medical health statistics category","",1
191,197,"Directed",6331,"The number of deaths divided by category Health Group statistical underlying cause of deathGeneral health care category (other) Macao medication profiles","",1
191,199,"Directed",6332,"The number of deaths divided by category Health Group statistical underlying cause of deathFinancial management areas divided by actual expenditure budget","",1
191,203,"Directed",6333,"The number of deaths divided by category Health Group statistical underlying cause of deathGeneral health care category (health center) are divided by age group Health Center outpatient visits","",1
191,206,"Directed",6334,"The number of deaths divided by category Health Group statistical underlying cause of deathGeneral health care category (other) successful blood donors and blood donation by age group divided by the number of times","",1
191,208,"Directed",6335,"The number of deaths divided by category Health Group statistical underlying cause of deathThe first ten reasons for seeking treatment in general health care category (Health Center) seeking primary health care","",1
191,213,"Directed",6336,"The number of deaths divided by category Health Group statistical underlying cause of deathGeneral Health Care Category (Health Center) Health Center Medical Events","",1
191,214,"Directed",6337,"The number of deaths divided by category Health Group statistical underlying cause of deathThe number of test general health care category (other) divided by virological test items","",1
191,217,"Directed",6338,"The number of deaths divided by category Health Group statistical underlying cause of deathThe number of beds in the hospital category Health Statistics","",1
191,218,"Directed",6339,"The number of deaths divided by category Health Group statistical underlying cause of deathThe number of test general health care category (other) divided by test items","",1
191,220,"Directed",6340,"The number of deaths divided by category Health Group statistical underlying cause of deathSpecialized health care category divided by the specialist outpatient visits","",1
191,222,"Directed",6341,"The number of deaths divided by category Health Group statistical underlying cause of deathThe number of inpatient specialized health care category divided by age group","",1
191,223,"Directed",6342,"The number of deaths divided by category Health Group statistical underlying cause of deathSpecialized health care categories divided by age group outpatient visits","",1
191,225,"Directed",6343,"The number of deaths divided by category Health Group statistical underlying cause of deathThe number of human resources category Health Bureau staff","",1
191,226,"Directed",6344,"The number of deaths divided by category Health Group statistical underlying cause of deathGeneral health care category (other) Drug Monitoring Overview","",1
191,227,"Directed",6345,"The number of deaths divided by category Health Group statistical underlying cause of deathThe number of (other) private medical activities in general health care category","",1
191,229,"Directed",6346,"The number of deaths divided by category Health Group statistical underlying cause of deathNumber of notifiable diseases Disease Control and Prevention by vaccination by age category of preventable cases","",1
191,232,"Directed",6347,"The number of deaths divided by category Health Group statistical underlying cause of deathDisease prevention and control category mosquito control work","",1
191,233,"Directed",6348,"The number of deaths divided by category Health Group statistical underlying cause of deathGeneral health care category (other) illegal drugs industry inspection and processing overview","",1
191,234,"Directed",6349,"The number of deaths divided by category Health Group statistical underlying cause of deathCDC Category injury deaths by accident category of","",1
191,239,"Directed",6350,"The number of deaths divided by category Health Group statistical underlying cause of deathGeneral health care category (other) blood donors Overview","",1
191,241,"Directed",6351,"The number of deaths divided by category Health Group statistical underlying cause of deathDisease Prevention and Control category by age group divided injury deaths","",1
191,243,"Directed",6352,"The number of deaths divided by category Health Group statistical underlying cause of deathCDC vaccination plan major category of Macau coverage","",1
191,245,"Directed",6353,"The number of deaths divided by category Health Group statistical underlying cause of deathThe number of senior health technician human resource subordinate units divided by category","",1
191,247,"Directed",6354,"The number of deaths divided by category Health Group statistical underlying cause of deathGeneral health care category (other) blood collection overview","",1
191,249,"Directed",6355,"The number of deaths divided by category Health Group statistical underlying cause of deathThe number of pharmacists human resources subordinate units divided by category","",1
191,250,"Directed",6356,"The number of deaths divided by category Health Group statistical underlying cause of deathGeneral health care category (health center) health center health indicators","",1
191,251,"Directed",6357,"The number of deaths divided by category Health Group statistical underlying cause of deathSpecialized health care emergency department Category Overview","",1
191,252,"Directed",6358,"The number of deaths divided by category Health Group statistical underlying cause of deathHealth category health indicators Statistics","",1
191,253,"Directed",6359,"The number of deaths divided by category Health Group statistical underlying cause of deathThe number of medical technicians human resources subordinate units divided by category","",1
191,254,"Directed",6360,"The number of deaths divided by category Health Group statistical underlying cause of deathDisease prevention and control work category figures Radiological Protection category","",1
191,255,"Directed",6361,"The number of deaths divided by category Health Group statistical underlying cause of deathThe number of injury accidents by cause category Disease Control and Prevention's division of injury","",1
191,256,"Directed",6362,"The number of deaths divided by category Health Group statistical underlying cause of deathSpecialized health care category of diagnosis and treatment of laboratory examinations trips","",1
191,260,"Directed",6363,"The number of deaths divided by category Health Group statistical underlying cause of deathGeneral health care category number License (other) health professionals","",1
191,261,"Directed",6364,"The number of deaths divided by category Health Group statistical underlying cause of deathGeneral health care category (other) tobacco control inspections and prosecutions statistics","",1
191,263,"Directed",6365,"The number of deaths divided by category Health Group statistical underlying cause of deathSpecialized health care category Conde S. Januario Hospital Medical Events","",1
191,264,"Directed",6366,"The number of deaths divided by category Health Group statistical underlying cause of deathSpecialized health care category of patients rushed to the field of treatment divided by location for medical treatment","",1
191,266,"Directed",6367,"The number of deaths divided by category Health Group statistical underlying cause of deathLicense number of health professionals in general health care category (other) divided by workplace","",1
191,267,"Directed",6368,"The number of deaths divided by category Health Group statistical underlying cause of deathSpecialized health care category divided by age group of patients rushed to the field of treatment","",1
191,270,"Directed",6369,"The number of deaths divided by category Health Group statistical underlying cause of deathSpecialized health care delivery room Category Overview","",1
191,272,"Directed",6370,"The number of deaths divided by category Health Group statistical underlying cause of deathThe number of injury accidents Disease Control and Prevention category by category of accident","",1
191,275,"Directed",6371,"The number of deaths divided by category Health Group statistical underlying cause of deathTen Disease Control and Prevention Category mandatory reporting of cases of disease","",1
191,277,"Directed",6372,"The number of deaths divided by category Health Group statistical underlying cause of deathDisease prevention and control category according to the mandatory ten-year-old group is divided cases of notifiable diseases","",1
191,278,"Directed",6373,"The number of deaths divided by category Health Group statistical underlying cause of deathDisease prevention and control category Community Health Working Group Overview","",1
191,282,"Directed",6374,"The number of deaths divided by category Health Group statistical underlying cause of deathCDC Category Ten new cases of cancer","",1
191,284,"Directed",6375,"The number of deaths divided by category Health Group statistical underlying cause of deathDisease prevention and control and environmental context of the Ministry of Health food sampling work profile","",1
191,286,"Directed",6376,"The number of deaths divided by category Health Group statistical underlying cause of deathHuman resources personnel category by age group distribution division","",1
191,290,"Directed",6377,"The number of deaths divided by category Health Group statistical underlying cause of deathSpecialized health care Tuberculosis Prevention Center Category Overview","",1
191,292,"Directed",6378,"The number of deaths divided by category Health Group statistical underlying cause of deathThe number of injury accidents Disease Control and Prevention category divided by age group","",1
191,293,"Directed",6379,"The number of deaths divided by category Health Group statistical underlying cause of deathCDC category divided by age group HIV infection cases","",1
193,195,"Directed",6380,"Human Resources category interns OverviewDisease Prevention and Control category by location number vaccinated","",1
193,196,"Directed",6381,"Human Resources category interns OverviewThe number of medical health statistics category","",1
193,197,"Directed",6382,"Human Resources category interns OverviewGeneral health care category (other) Macao medication profiles","",1
193,199,"Directed",6383,"Human Resources category interns OverviewFinancial management areas divided by actual expenditure budget","",1
193,203,"Directed",6384,"Human Resources category interns OverviewGeneral health care category (health center) are divided by age group Health Center outpatient visits","",1
193,208,"Directed",6385,"Human Resources category interns OverviewThe first ten reasons for seeking treatment in general health care category (Health Center) seeking primary health care","",1
193,212,"Directed",6386,"Human Resources category interns OverviewGeneral Health Care Category (Health Center) Group Health Center for Health Education","",1
193,213,"Directed",6387,"Human Resources category interns OverviewGeneral Health Care Category (Health Center) Health Center Medical Events","",1
193,214,"Directed",6388,"Human Resources category interns OverviewThe number of test general health care category (other) divided by virological test items","",1
193,217,"Directed",6389,"Human Resources category interns OverviewThe number of beds in the hospital category Health Statistics","",1
193,218,"Directed",6390,"Human Resources category interns OverviewThe number of test general health care category (other) divided by test items","",1
193,220,"Directed",6391,"Human Resources category interns OverviewSpecialized health care category divided by the specialist outpatient visits","",1
193,222,"Directed",6392,"Human Resources category interns OverviewThe number of inpatient specialized health care category divided by age group","",1
193,223,"Directed",6393,"Human Resources category interns OverviewSpecialized health care categories divided by age group outpatient visits","",1
193,225,"Directed",6394,"Human Resources category interns OverviewThe number of human resources category Health Bureau staff","",1
193,226,"Directed",6395,"Human Resources category interns OverviewGeneral health care category (other) Drug Monitoring Overview","",1
193,227,"Directed",6396,"Human Resources category interns OverviewThe number of (other) private medical activities in general health care category","",1
193,228,"Directed",6397,"Human Resources category interns OverviewGeneral Health Care Category (Health Center) Health care center","",1
193,229,"Directed",6398,"Human Resources category interns OverviewNumber of notifiable diseases Disease Control and Prevention by vaccination by age category of preventable cases","",1
193,232,"Directed",6399,"Human Resources category interns OverviewDisease prevention and control category mosquito control work","",1
193,233,"Directed",6400,"Human Resources category interns OverviewGeneral health care category (other) illegal drugs industry inspection and processing overview","",1
193,234,"Directed",6401,"Human Resources category interns OverviewCDC Category injury deaths by accident category of","",1
193,239,"Directed",6402,"Human Resources category interns OverviewGeneral health care category (other) blood donors Overview","",1
193,241,"Directed",6403,"Human Resources category interns OverviewDisease Prevention and Control category by age group divided injury deaths","",1
193,243,"Directed",6404,"Human Resources category interns OverviewCDC vaccination plan major category of Macau coverage","",1
193,245,"Directed",6405,"Human Resources category interns OverviewThe number of senior health technician human resource subordinate units divided by category","",1
193,247,"Directed",6406,"Human Resources category interns OverviewGeneral health care category (other) blood collection overview","",1
193,249,"Directed",6407,"Human Resources category interns OverviewThe number of pharmacists human resources subordinate units divided by category","",1
193,250,"Directed",6408,"Human Resources category interns OverviewGeneral health care category (health center) health center health indicators","",1
193,251,"Directed",6409,"Human Resources category interns OverviewSpecialized health care emergency department Category Overview","",1
193,252,"Directed",6410,"Human Resources category interns OverviewHealth category health indicators Statistics","",1
193,253,"Directed",6411,"Human Resources category interns OverviewThe number of medical technicians human resources subordinate units divided by category","",1
193,254,"Directed",6412,"Human Resources category interns OverviewDisease prevention and control work category figures Radiological Protection category","",1
193,255,"Directed",6413,"Human Resources category interns OverviewThe number of injury accidents by cause category Disease Control and Prevention's division of injury","",1
193,256,"Directed",6414,"Human Resources category interns OverviewSpecialized health care category of diagnosis and treatment of laboratory examinations trips","",1
193,260,"Directed",6415,"Human Resources category interns OverviewGeneral health care category number License (other) health professionals","",1
193,261,"Directed",6416,"Human Resources category interns OverviewGeneral health care category (other) tobacco control inspections and prosecutions statistics","",1
193,263,"Directed",6417,"Human Resources category interns OverviewSpecialized health care category Conde S. Januario Hospital Medical Events","",1
193,264,"Directed",6418,"Human Resources category interns OverviewSpecialized health care category of patients rushed to the field of treatment divided by location for medical treatment","",1
193,266,"Directed",6419,"Human Resources category interns OverviewLicense number of health professionals in general health care category (other) divided by workplace","",1
193,267,"Directed",6420,"Human Resources category interns OverviewSpecialized health care category divided by age group of patients rushed to the field of treatment","",1
193,270,"Directed",6421,"Human Resources category interns OverviewSpecialized health care delivery room Category Overview","",1
193,272,"Directed",6422,"Human Resources category interns OverviewThe number of injury accidents Disease Control and Prevention category by category of accident","",1
193,275,"Directed",6423,"Human Resources category interns OverviewTen Disease Control and Prevention Category mandatory reporting of cases of disease","",1
193,277,"Directed",6424,"Human Resources category interns OverviewDisease prevention and control category according to the mandatory ten-year-old group is divided cases of notifiable diseases","",1
193,278,"Directed",6425,"Human Resources category interns OverviewDisease prevention and control category Community Health Working Group Overview","",1
193,282,"Directed",6426,"Human Resources category interns OverviewCDC Category Ten new cases of cancer","",1
193,284,"Directed",6427,"Human Resources category interns OverviewDisease prevention and control and environmental context of the Ministry of Health food sampling work profile","",1
193,286,"Directed",6428,"Human Resources category interns OverviewHuman resources personnel category by age group distribution division","",1
193,290,"Directed",6429,"Human Resources category interns OverviewSpecialized health care Tuberculosis Prevention Center Category Overview","",1
193,292,"Directed",6430,"Human Resources category interns OverviewThe number of injury accidents Disease Control and Prevention category divided by age group","",1
193,293,"Directed",6431,"Human Resources category interns OverviewCDC category divided by age group HIV infection cases","",1
195,196,"Directed",6432,"Disease Prevention and Control category by location number vaccinatedThe number of medical health statistics category","",1
195,197,"Directed",6433,"Disease Prevention and Control category by location number vaccinatedGeneral health care category (other) Macao medication profiles","",1
195,199,"Directed",6434,"Disease Prevention and Control category by location number vaccinatedFinancial management areas divided by actual expenditure budget","",1
195,203,"Directed",6435,"Disease Prevention and Control category by location number vaccinatedGeneral health care category (health center) are divided by age group Health Center outpatient visits","",1
195,208,"Directed",6436,"Disease Prevention and Control category by location number vaccinatedThe first ten reasons for seeking treatment in general health care category (Health Center) seeking primary health care","",1
195,212,"Directed",6437,"Disease Prevention and Control category by location number vaccinatedGeneral Health Care Category (Health Center) Group Health Center for Health Education","",1
195,213,"Directed",6438,"Disease Prevention and Control category by location number vaccinatedGeneral Health Care Category (Health Center) Health Center Medical Events","",1
195,214,"Directed",6439,"Disease Prevention and Control category by location number vaccinatedThe number of test general health care category (other) divided by virological test items","",1
195,217,"Directed",6440,"Disease Prevention and Control category by location number vaccinatedThe number of beds in the hospital category Health Statistics","",1
195,218,"Directed",6441,"Disease Prevention and Control category by location number vaccinatedThe number of test general health care category (other) divided by test items","",1
195,220,"Directed",6442,"Disease Prevention and Control category by location number vaccinatedSpecialized health care category divided by the specialist outpatient visits","",1
195,222,"Directed",6443,"Disease Prevention and Control category by location number vaccinatedThe number of inpatient specialized health care category divided by age group","",1
195,223,"Directed",6444,"Disease Prevention and Control category by location number vaccinatedSpecialized health care categories divided by age group outpatient visits","",1
195,225,"Directed",6445,"Disease Prevention and Control category by location number vaccinatedThe number of human resources category Health Bureau staff","",1
195,226,"Directed",6446,"Disease Prevention and Control category by location number vaccinatedGeneral health care category (other) Drug Monitoring Overview","",1
195,227,"Directed",6447,"Disease Prevention and Control category by location number vaccinatedThe number of (other) private medical activities in general health care category","",1
195,228,"Directed",6448,"Disease Prevention and Control category by location number vaccinatedGeneral Health Care Category (Health Center) Health care center","",1
195,229,"Directed",6449,"Disease Prevention and Control category by location number vaccinatedNumber of notifiable diseases Disease Control and Prevention by vaccination by age category of preventable cases","",1
195,232,"Directed",6450,"Disease Prevention and Control category by location number vaccinatedDisease prevention and control category mosquito control work","",1
195,233,"Directed",6451,"Disease Prevention and Control category by location number vaccinatedGeneral health care category (other) illegal drugs industry inspection and processing overview","",1
195,234,"Directed",6452,"Disease Prevention and Control category by location number vaccinatedCDC Category injury deaths by accident category of","",1
195,239,"Directed",6453,"Disease Prevention and Control category by location number vaccinatedGeneral health care category (other) blood donors Overview","",1
195,241,"Directed",6454,"Disease Prevention and Control category by location number vaccinatedDisease Prevention and Control category by age group divided injury deaths","",1
195,243,"Directed",6455,"Disease Prevention and Control category by location number vaccinatedCDC vaccination plan major category of Macau coverage","",1
195,245,"Directed",6456,"Disease Prevention and Control category by location number vaccinatedThe number of senior health technician human resource subordinate units divided by category","",1
195,247,"Directed",6457,"Disease Prevention and Control category by location number vaccinatedGeneral health care category (other) blood collection overview","",1
195,249,"Directed",6458,"Disease Prevention and Control category by location number vaccinatedThe number of pharmacists human resources subordinate units divided by category","",1
195,250,"Directed",6459,"Disease Prevention and Control category by location number vaccinatedGeneral health care category (health center) health center health indicators","",1
195,251,"Directed",6460,"Disease Prevention and Control category by location number vaccinatedSpecialized health care emergency department Category Overview","",1
195,252,"Directed",6461,"Disease Prevention and Control category by location number vaccinatedHealth category health indicators Statistics","",1
195,253,"Directed",6462,"Disease Prevention and Control category by location number vaccinatedThe number of medical technicians human resources subordinate units divided by category","",1
195,254,"Directed",6463,"Disease Prevention and Control category by location number vaccinatedDisease prevention and control work category figures Radiological Protection category","",1
195,255,"Directed",6464,"Disease Prevention and Control category by location number vaccinatedThe number of injury accidents by cause category Disease Control and Prevention's division of injury","",1
195,256,"Directed",6465,"Disease Prevention and Control category by location number vaccinatedSpecialized health care category of diagnosis and treatment of laboratory examinations trips","",1
195,260,"Directed",6466,"Disease Prevention and Control category by location number vaccinatedGeneral health care category number License (other) health professionals","",1
195,261,"Directed",6467,"Disease Prevention and Control category by location number vaccinatedGeneral health care category (other) tobacco control inspections and prosecutions statistics","",1
195,263,"Directed",6468,"Disease Prevention and Control category by location number vaccinatedSpecialized health care category Conde S. Januario Hospital Medical Events","",1
195,264,"Directed",6469,"Disease Prevention and Control category by location number vaccinatedSpecialized health care category of patients rushed to the field of treatment divided by location for medical treatment","",1
195,266,"Directed",6470,"Disease Prevention and Control category by location number vaccinatedLicense number of health professionals in general health care category (other) divided by workplace","",1
195,267,"Directed",6471,"Disease Prevention and Control category by location number vaccinatedSpecialized health care category divided by age group of patients rushed to the field of treatment","",1
195,270,"Directed",6472,"Disease Prevention and Control category by location number vaccinatedSpecialized health care delivery room Category Overview","",1
195,272,"Directed",6473,"Disease Prevention and Control category by location number vaccinatedThe number of injury accidents Disease Control and Prevention category by category of accident","",1
195,275,"Directed",6474,"Disease Prevention and Control category by location number vaccinatedTen Disease Control and Prevention Category mandatory reporting of cases of disease","",1
195,277,"Directed",6475,"Disease Prevention and Control category by location number vaccinatedDisease prevention and control category according to the mandatory ten-year-old group is divided cases of notifiable diseases","",1
195,278,"Directed",6476,"Disease Prevention and Control category by location number vaccinatedDisease prevention and control category Community Health Working Group Overview","",1
195,282,"Directed",6477,"Disease Prevention and Control category by location number vaccinatedCDC Category Ten new cases of cancer","",1
195,284,"Directed",6478,"Disease Prevention and Control category by location number vaccinatedDisease prevention and control and environmental context of the Ministry of Health food sampling work profile","",1
195,286,"Directed",6479,"Disease Prevention and Control category by location number vaccinatedHuman resources personnel category by age group distribution division","",1
195,290,"Directed",6480,"Disease Prevention and Control category by location number vaccinatedSpecialized health care Tuberculosis Prevention Center Category Overview","",1
195,292,"Directed",6481,"Disease Prevention and Control category by location number vaccinatedThe number of injury accidents Disease Control and Prevention category divided by age group","",1
195,293,"Directed",6482,"Disease Prevention and Control category by location number vaccinatedCDC category divided by age group HIV infection cases","",1
196,197,"Directed",6483,"The number of medical health statistics categoryGeneral health care category (other) Macao medication profiles","",1
196,199,"Directed",6484,"The number of medical health statistics categoryFinancial management areas divided by actual expenditure budget","",1
196,203,"Directed",6485,"The number of medical health statistics categoryGeneral health care category (health center) are divided by age group Health Center outpatient visits","",1
196,206,"Directed",6486,"The number of medical health statistics categoryGeneral health care category (other) successful blood donors and blood donation by age group divided by the number of times","",1
196,208,"Directed",6487,"The number of medical health statistics categoryThe first ten reasons for seeking treatment in general health care category (Health Center) seeking primary health care","",1
196,213,"Directed",6488,"The number of medical health statistics categoryGeneral Health Care Category (Health Center) Health Center Medical Events","",1
196,214,"Directed",6489,"The number of medical health statistics categoryThe number of test general health care category (other) divided by virological test items","",1
196,217,"Directed",6490,"The number of medical health statistics categoryThe number of beds in the hospital category Health Statistics","",1
196,218,"Directed",6491,"The number of medical health statistics categoryThe number of test general health care category (other) divided by test items","",1
196,220,"Directed",6492,"The number of medical health statistics categorySpecialized health care category divided by the specialist outpatient visits","",1
196,221,"Directed",6493,"The number of medical health statistics categoryHuman resources staff Staff by category belongs to divide distribution system","",1
196,222,"Directed",6494,"The number of medical health statistics categoryThe number of inpatient specialized health care category divided by age group","",1
196,223,"Directed",6495,"The number of medical health statistics categorySpecialized health care categories divided by age group outpatient visits","",1
196,225,"Directed",6496,"The number of medical health statistics categoryThe number of human resources category Health Bureau staff","",1
196,226,"Directed",6497,"The number of medical health statistics categoryGeneral health care category (other) Drug Monitoring Overview","",1
196,227,"Directed",6498,"The number of medical health statistics categoryThe number of (other) private medical activities in general health care category","",1
196,229,"Directed",6499,"The number of medical health statistics categoryNumber of notifiable diseases Disease Control and Prevention by vaccination by age category of preventable cases","",1
196,232,"Directed",6500,"The number of medical health statistics categoryDisease prevention and control category mosquito control work","",1
196,233,"Directed",6501,"The number of medical health statistics categoryGeneral health care category (other) illegal drugs industry inspection and processing overview","",1
196,234,"Directed",6502,"The number of medical health statistics categoryCDC Category injury deaths by accident category of","",1
196,239,"Directed",6503,"The number of medical health statistics categoryGeneral health care category (other) blood donors Overview","",1
196,241,"Directed",6504,"The number of medical health statistics categoryDisease Prevention and Control category by age group divided injury deaths","",1
196,243,"Directed",6505,"The number of medical health statistics categoryCDC vaccination plan major category of Macau coverage","",1
196,245,"Directed",6506,"The number of medical health statistics categoryThe number of senior health technician human resource subordinate units divided by category","",1
196,247,"Directed",6507,"The number of medical health statistics categoryGeneral health care category (other) blood collection overview","",1
196,249,"Directed",6508,"The number of medical health statistics categoryThe number of pharmacists human resources subordinate units divided by category","",1
196,250,"Directed",6509,"The number of medical health statistics categoryGeneral health care category (health center) health center health indicators","",1
196,251,"Directed",6510,"The number of medical health statistics categorySpecialized health care emergency department Category Overview","",1
196,252,"Directed",6511,"The number of medical health statistics categoryHealth category health indicators Statistics","",1
196,253,"Directed",6512,"The number of medical health statistics categoryThe number of medical technicians human resources subordinate units divided by category","",1
196,254,"Directed",6513,"The number of medical health statistics categoryDisease prevention and control work category figures Radiological Protection category","",1
196,255,"Directed",6514,"The number of medical health statistics categoryThe number of injury accidents by cause category Disease Control and Prevention's division of injury","",1
196,256,"Directed",6515,"The number of medical health statistics categorySpecialized health care category of diagnosis and treatment of laboratory examinations trips","",1
196,260,"Directed",6516,"The number of medical health statistics categoryGeneral health care category number License (other) health professionals","",1
196,261,"Directed",6517,"The number of medical health statistics categoryGeneral health care category (other) tobacco control inspections and prosecutions statistics","",1
196,263,"Directed",6518,"The number of medical health statistics categorySpecialized health care category Conde S. Januario Hospital Medical Events","",1
196,264,"Directed",6519,"The number of medical health statistics categorySpecialized health care category of patients rushed to the field of treatment divided by location for medical treatment","",1
196,266,"Directed",6520,"The number of medical health statistics categoryLicense number of health professionals in general health care category (other) divided by workplace","",1
196,267,"Directed",6521,"The number of medical health statistics categorySpecialized health care category divided by age group of patients rushed to the field of treatment","",1
196,270,"Directed",6522,"The number of medical health statistics categorySpecialized health care delivery room Category Overview","",1
196,272,"Directed",6523,"The number of medical health statistics categoryThe number of injury accidents Disease Control and Prevention category by category of accident","",1
196,275,"Directed",6524,"The number of medical health statistics categoryTen Disease Control and Prevention Category mandatory reporting of cases of disease","",1
196,277,"Directed",6525,"The number of medical health statistics categoryDisease prevention and control category according to the mandatory ten-year-old group is divided cases of notifiable diseases","",1
196,278,"Directed",6526,"The number of medical health statistics categoryDisease prevention and control category Community Health Working Group Overview","",1
196,282,"Directed",6527,"The number of medical health statistics categoryCDC Category Ten new cases of cancer","",1
196,284,"Directed",6528,"The number of medical health statistics categoryDisease prevention and control and environmental context of the Ministry of Health food sampling work profile","",1
196,286,"Directed",6529,"The number of medical health statistics categoryHuman resources personnel category by age group distribution division","",1
196,290,"Directed",6530,"The number of medical health statistics categorySpecialized health care Tuberculosis Prevention Center Category Overview","",1
196,292,"Directed",6531,"The number of medical health statistics categoryThe number of injury accidents Disease Control and Prevention category divided by age group","",1
196,293,"Directed",6532,"The number of medical health statistics categoryCDC category divided by age group HIV infection cases","",1
197,199,"Directed",6533,"General health care category (other) Macao medication profilesFinancial management areas divided by actual expenditure budget","",1
197,203,"Directed",6534,"General health care category (other) Macao medication profilesGeneral health care category (health center) are divided by age group Health Center outpatient visits","",1
197,208,"Directed",6535,"General health care category (other) Macao medication profilesThe first ten reasons for seeking treatment in general health care category (Health Center) seeking primary health care","",1
197,212,"Directed",6536,"General health care category (other) Macao medication profilesGeneral Health Care Category (Health Center) Group Health Center for Health Education","",1
197,213,"Directed",6537,"General health care category (other) Macao medication profilesGeneral Health Care Category (Health Center) Health Center Medical Events","",1
197,214,"Directed",6538,"General health care category (other) Macao medication profilesThe number of test general health care category (other) divided by virological test items","",1
197,217,"Directed",6539,"General health care category (other) Macao medication profilesThe number of beds in the hospital category Health Statistics","",1
197,218,"Directed",6540,"General health care category (other) Macao medication profilesThe number of test general health care category (other) divided by test items","",1
197,220,"Directed",6541,"General health care category (other) Macao medication profilesSpecialized health care category divided by the specialist outpatient visits","",1
197,222,"Directed",6542,"General health care category (other) Macao medication profilesThe number of inpatient specialized health care category divided by age group","",1
197,223,"Directed",6543,"General health care category (other) Macao medication profilesSpecialized health care categories divided by age group outpatient visits","",1
197,225,"Directed",6544,"General health care category (other) Macao medication profilesThe number of human resources category Health Bureau staff","",1
197,226,"Directed",6545,"General health care category (other) Macao medication profilesGeneral health care category (other) Drug Monitoring Overview","",1
197,227,"Directed",6546,"General health care category (other) Macao medication profilesThe number of (other) private medical activities in general health care category","",1
197,228,"Directed",6547,"General health care category (other) Macao medication profilesGeneral Health Care Category (Health Center) Health care center","",1
197,229,"Directed",6548,"General health care category (other) Macao medication profilesNumber of notifiable diseases Disease Control and Prevention by vaccination by age category of preventable cases","",1
197,232,"Directed",6549,"General health care category (other) Macao medication profilesDisease prevention and control category mosquito control work","",1
197,233,"Directed",6550,"General health care category (other) Macao medication profilesGeneral health care category (other) illegal drugs industry inspection and processing overview","",1
197,234,"Directed",6551,"General health care category (other) Macao medication profilesCDC Category injury deaths by accident category of","",1
197,239,"Directed",6552,"General health care category (other) Macao medication profilesGeneral health care category (other) blood donors Overview","",1
197,241,"Directed",6553,"General health care category (other) Macao medication profilesDisease Prevention and Control category by age group divided injury deaths","",1
197,243,"Directed",6554,"General health care category (other) Macao medication profilesCDC vaccination plan major category of Macau coverage","",1
197,245,"Directed",6555,"General health care category (other) Macao medication profilesThe number of senior health technician human resource subordinate units divided by category","",1
197,247,"Directed",6556,"General health care category (other) Macao medication profilesGeneral health care category (other) blood collection overview","",1
197,249,"Directed",6557,"General health care category (other) Macao medication profilesThe number of pharmacists human resources subordinate units divided by category","",1
197,250,"Directed",6558,"General health care category (other) Macao medication profilesGeneral health care category (health center) health center health indicators","",1
197,251,"Directed",6559,"General health care category (other) Macao medication profilesSpecialized health care emergency department Category Overview","",1
197,252,"Directed",6560,"General health care category (other) Macao medication profilesHealth category health indicators Statistics","",1
197,253,"Directed",6561,"General health care category (other) Macao medication profilesThe number of medical technicians human resources subordinate units divided by category","",1
197,254,"Directed",6562,"General health care category (other) Macao medication profilesDisease prevention and control work category figures Radiological Protection category","",1
197,255,"Directed",6563,"General health care category (other) Macao medication profilesThe number of injury accidents by cause category Disease Control and Prevention's division of injury","",1
197,256,"Directed",6564,"General health care category (other) Macao medication profilesSpecialized health care category of diagnosis and treatment of laboratory examinations trips","",1
197,260,"Directed",6565,"General health care category (other) Macao medication profilesGeneral health care category number License (other) health professionals","",1
197,261,"Directed",6566,"General health care category (other) Macao medication profilesGeneral health care category (other) tobacco control inspections and prosecutions statistics","",1
197,263,"Directed",6567,"General health care category (other) Macao medication profilesSpecialized health care category Conde S. Januario Hospital Medical Events","",1
197,264,"Directed",6568,"General health care category (other) Macao medication profilesSpecialized health care category of patients rushed to the field of treatment divided by location for medical treatment","",1
197,266,"Directed",6569,"General health care category (other) Macao medication profilesLicense number of health professionals in general health care category (other) divided by workplace","",1
197,267,"Directed",6570,"General health care category (other) Macao medication profilesSpecialized health care category divided by age group of patients rushed to the field of treatment","",1
197,270,"Directed",6571,"General health care category (other) Macao medication profilesSpecialized health care delivery room Category Overview","",1
197,272,"Directed",6572,"General health care category (other) Macao medication profilesThe number of injury accidents Disease Control and Prevention category by category of accident","",1
197,275,"Directed",6573,"General health care category (other) Macao medication profilesTen Disease Control and Prevention Category mandatory reporting of cases of disease","",1
197,277,"Directed",6574,"General health care category (other) Macao medication profilesDisease prevention and control category according to the mandatory ten-year-old group is divided cases of notifiable diseases","",1
197,278,"Directed",6575,"General health care category (other) Macao medication profilesDisease prevention and control category Community Health Working Group Overview","",1
197,282,"Directed",6576,"General health care category (other) Macao medication profilesCDC Category Ten new cases of cancer","",1
