id,dataset_name,url,Summary,Open Conditions,Data Classification,Data Format,Provide departments / entities,Department Phone Number,Department E-Mail,Update frequency,Basic Info API,Field Name,Field Types,Field Var Len,Field Description (T_Chinese),Field Description (S_Chinese),Field Description (English),Field Description (Portuguese),has_api,API name,Request Method,Return Format,API url,Interface Description,api_key,api_val,api_summary_en,has_url,url_labels,url_links,has_file,download_file_url
8b759bf6-3458-4f8c-be22-2de3638f4ed6,Restaurant Information,https://data.gov.mo/Detail?id=8b759bf6-3458-4f8c-be22-2de3638f4ed6,The entity has been licensed - Restaurant Information,Completely open,Tourism and Gaming,XML,Tourism,(853)28315566,webmaster@macaotourism.gov.mo,daily,https://api.data.gov.mo/document/download/8b759bf6-3458-4f8c-be22-2de3638f4ed6?token=6hivXFiXW5W4jsS1L8BeyR76jgjLPnykH&isNeedFile=0&lang=TC,"['id', 'dish_name_zh', 'dish_name_gb', 'dish_name_en', 'dish_name_pt', 'name_zh', 'name_gb', 'name_en', 'name_pt', 'address_zn', 'address_gb', 'address_en', 'address_pt', 'hour_cn', 'hour_en', 'hour_pt', 'tel', 'fax', 'email', 'website', 'class_id']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['餐廳序號', '繁體中文菜式分類名稱', '簡體中文菜式分類名稱', '英文菜式分類名稱', '葡文菜式分類名稱', '繁體中文名稱', '簡體中文名稱', '英文名稱', '葡文名稱', '繁體中文地址', '簡體中文地址', '英文地址', '葡文地址', '中文營業時間', '英文營業時間', '葡文營業時間', '聯絡電話', '傳真號碼', '聯絡電郵', '網址', '餐廳分類號碼']","['餐厅序号', '繁体中文菜式分类名称', '简体中文菜式分类名称', '英文菜式分类名称', '葡文菜式分类名称', '繁体中文名称', '简体中文名称', '英文名称', '葡文名称', '繁体中文地址', '简体中文地址', '英文地址', '葡文地址', '中文营业时间', '英文营业时间', '葡文营业时间', '联络电话', '传真号码', '联络电邮', '网址', '餐厅分类号码']","['Restaurant id', 'Dish name in T.Chinese', 'Dish name in S.Chinese', 'Dish name in English', 'Dish name in Portuguese', 'Name in T.Chinese', 'Name in S.Chinese', 'Name in English', 'Name in Portuguese', 'Address in T.Chinese', 'Address in S.Chinese', 'Address in English', 'Address in Portuguese', 'Open hours in Chinese', 'Open hours in English', 'Open hours in Portguese', 'Contact Number', 'Fax', 'Email', 'Website', 'Catogory id']","['Número de série dos restaurantes', 'Nome de classificação dos pratos em T.chinês', 'Nome de classificação dos pratos em S.chinês', 'Nome de classificação dos pratos em inglês', 'Nome de classificação dos pratos em português', 'Nome em T.chinês', 'Nome em S.chinês', 'Endereço em inglês', 'Nome em português', 'Endereço em T.chinês', 'Endereço em S.chinês', 'Endereço em inglês', 'Endereço em português', 'Horários em funcionamento em chinês', 'Horários em funcionamento em inglês', 'Horários em funcionamento em português', 'Telefone de contacto', 'Número do Fax', 'Endereço electrónico', 'Website', 'Número de classificação dos restaurantes']",TRUE,['dst_restaurant_list'],['GET'],['XML'],['https://dst.apigateway.data.gov.mo/dst_restaurant'],['Licensed Entities - The Restaurant Licensed Entities - Restaurants Licensed Entities - The Restaurant Entidades Licenciadas - Restaurantes'],['Authorization'],['APPCODE 09d43a591fba407fb862412970667de4'],['Required parameter call api'],FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=660&dataDirId=8b759bf6-3458-4f8c-be22-2de3638f4ed6&token=Oyy4v2N29iVTwZdpXmXIyI1nlA60lJg25
be8e4cc1-18e0-492d-9f24-e185698d200c,The number of civil servants statistics - divided by mother tongue,https://data.gov.mo/Detail?id=be8e4cc1-18e0-492d-9f24-e185698d200c,"Annualized quarterly way to provide the number of civil servants of Macao Special Administrative Region of public administration human resources division by mother tongue (2015 Year - 2020). It does not include rules and norms by private foundations and public agencies (including the Macao Foundation, the Macao Trade and Investment Promotion Institute, Macau Monetary Authority, the University of Macau, Macao Polytechnic Institute and the Civil Aviation Authority) personnel.",Completely open,Administrative and Legal Affairs,CSV,Chief Civil Service Bureau,（853）88099171,dprtsp@safp.gov.mo,Quarterly,https://api.data.gov.mo/document/download/be8e4cc1-18e0-492d-9f24-e185698d200c?token=d0PXlSwfFeAcovetN6IeZp6sMA9QLJTW&isNeedFile=0&lang=TC,"['year', 'quarter', 'motherLanguage', 'total']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年份', '季度', '母語', '加總人數']","['年份', '季度', '母语', '加总人数']","['year', 'quarter', 'mother language', 'total']","['Ano', 'Trimestre', 'Língua materna', 'Total']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=868&dataDirId=be8e4cc1-18e0-492d-9f24-e185698d200c&token=i5FSsHL64gowtntG2J0bdMuqLIgaMuYl
fc579d6a-4605-43d0-b23c-a25d997f9e44,The average price per square meter of residential units,https://data.gov.mo/Detail?id=fc579d6a-4605-43d0-b23c-a25d997f9e44,Per square meter of usable area average transaction price.,Completely open,Demography,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,Quarterly,https://api.data.gov.mo/document/download/fc579d6a-4605-43d0-b23c-a25d997f9e44?token=O3Vrt33UmsQqFp0uLLwCjQmhSFdw640r&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '澳門元/平方米']","['年份', '澳门元/平方米']","['Year', 'MOP/m2']","['Ano', 'MOP/m2']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=850&dataDirId=fc579d6a-4605-43d0-b23c-a25d997f9e44&token=utKYAOyJiSaLKo7sk5JytOUqoT2VOQ141
420d8915-1599-4fee-9cba-50df76c482ee,Disease prevention and control of cancer death ten categories of cases,https://data.gov.mo/Detail?id=420d8915-1599-4fee-9cba-50df76c482ee,"Disease prevention and control category, ten cases of cancer death",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/420d8915-1599-4fee-9cba-50df76c482ee?token=Fl2ly5Q1VA3drgoz2gVQTKnPvhaK8weJ&isNeedFile=0&lang=TC,"['year', 'category', 'typeTC', 'typePT', 'gender', 'count']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['年度', '國際疾病分類第10版', '癌症部位 / 類別(中文)', '癌症部位 / 類別(葡文)', '性別', '個案數目']","['年度', '国际疾病分类第10版', '癌症部位 / 类别(中文)', '癌症部位 / 类别(葡文)', '性别', '个案数目']","['year', 'CID-10', 'Local / Tipo de cancro(chinese)', 'Local / Tipo de cancro(português)', 'gender', 'number of cases']","['year', 'CID-10', 'Local / Tipo de cancro(chinese)', 'Local / Tipo de cancro(português)', 'gender', 'number of cases']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=797&dataDirId=420d8915-1599-4fee-9cba-50df76c482ee&token=fSbzDo4ssbv0YFMh2jaoFSzX6zJYbqBwo
00d591b9-781c-4583-a440-896e9e89d9fc,Employed population median monthly employment earnings,https://data.gov.mo/Detail?id=00d591b9-781c-4583-a440-896e9e89d9fc,"For reward, profit or family income while working at least one hour in the reference period aged 16 and over. Including but not go to work to maintain formal working relationship with employers and employees, and the company owners or shareholders for some reason does not work temporarily. For the employee's income from work refers to the work of compensation, including salary, commissions, tips, overtime pay, bonuses, allowances, double pay, bonuses, and other rewards are paid directly by the employer. Income from work for an employer and self-employed persons refers to the balance of production expenses and asset depreciation deducted from the total production.",Completely open,Obtain employment,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,Quarterly,https://api.data.gov.mo/document/download/00d591b9-781c-4583-a440-896e9e89d9fc?token=GWzRu9mTpk2dWZvBm9gaOW25GlEtIqjX&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '月工作收入中位數/澳門元']","['年份', '月工作收入中位数/澳门元']","['Year', 'Median monthly employment earnings/MOP']","['Ano', 'Mediana do rendimento mensal do emprego/MOP']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=445&dataDirId=00d591b9-781c-4583-a440-896e9e89d9fc&token=iAYcrNUQyqOlS0UUrqU2TwAMqkEjCloE
111c078e-729d-47af-b5f0-edd03444590e,Overall residential property prices index,https://data.gov.mo/Detail?id=111c078e-729d-47af-b5f0-edd03444590e,Reflect changes in the price of residential units between the reference period and the base period.,Completely open,Demography,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,Quarterly,https://api.data.gov.mo/document/download/111c078e-729d-47af-b5f0-edd03444590e?token=PO56w35E4FZ6ZOLmvjuEK1Kkvnum69qAe&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '指數']","['年份', '指数']","['Year', 'Index']","['Ano', 'Índice']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=851&dataDirId=111c078e-729d-47af-b5f0-edd03444590e&token=wJdpJXMioxZdtKL5DYzEzLKLvtX6YhDD
094324ef-45cb-4d5f-9004-77e6d82c1042,The newly established company,https://data.gov.mo/Detail?id=094324ef-45cb-4d5f-9004-77e6d82c1042,"Organized by one or more shareholders together, according to legal procedures to complete the registration and company registration.",Completely open,Entrepreneurship and Business,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,Quarterly,https://api.data.gov.mo/document/download/094324ef-45cb-4d5f-9004-77e6d82c1042?token=pTF7SqpmCVDDn5hIOeL3nHKfRPVIfi6c&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '數目']","['年份', '数目']","['Year', 'Number']","['Ano', 'Número']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=846&dataDirId=094324ef-45cb-4d5f-9004-77e6d82c1042&token=0U3W3QOSyAi1VvQO4zOS0oBRoHAD6Rnz
712bf9fa-2ec1-4762-aa55-2cdaf23dd563,Real-time weather,https://data.gov.mo/Detail?id=712bf9fa-2ec1-4762-aa55-2cdaf23dd563,"Hourly weather the whole point of fact, including temperature, humidity, wind direction and speed and other information.",Completely open,city ​​environment,XML,Meteorological and Geophysical Bureau,(853) 8898 6223,meteo@smg.gov.mo,As needed,https://api.data.gov.mo/document/download/712bf9fa-2ec1-4762-aa55-2cdaf23dd563?token=bOnfJmr2bZwwYFpNUvgGPwd4q8lO6046&isNeedFile=0&lang=TC,,,,,,,,FALSE,,,,,,,,,TRUE,"['Real-time weather', 'Real-time weather', 'Real-time weather']","['http://xml.smg.gov.mo/p_actualweather.xml', 'http://xml.smg.gov.mo/c_actualweather.xml', 'http://xml.smg.gov.mo/e_actualweather.xml']",FALSE,
5666b930-8b8d-4022-bc09-bb27bd1aa205,Personnel rules and norms by private foundations and other public institutions the number of statistics,https://data.gov.mo/Detail?id=5666b930-8b8d-4022-bc09-bb27bd1aa205,The annual number of staff Macao Special Administrative Region to provide public administration in human resources rules and norms by private foundations and public institutions on a quarterly way.,Completely open,Administrative and Legal Affairs,CSV,Chief Civil Service Bureau,（853）88099171,dprtsp@safp.gov.mo,Quarterly,https://api.data.gov.mo/document/download/5666b930-8b8d-4022-bc09-bb27bd1aa205?token=IXNrW1fFGuOVdoJn0jYQLzkp1YvN2nBUG&isNeedFile=0&lang=TC,"['year', 'quarter', 'total']","['-', '-', '-']","['-', '-', '-']","['年份', '季度', '加總人數']","['年份', '季度', '加总人数']","['year', 'quarter', 'total']","['Ano', 'Trimestre', 'Total']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=869&dataDirId=5666b930-8b8d-4022-bc09-bb27bd1aa205&token=ZiL63vAGtS2Ucfw1edqeyfoEs148UBSTP
7b5de9ad-e295-41f8-b0a6-38608d562eee,The number of Macao students in further education outside the Macao Statistics ─ divided according to the degree course,https://data.gov.mo/Detail?id=7b5de9ad-e295-41f8-b0a6-38608d562eee,"By way of the academic year, the number of Macao students provided by external studies degree course divided.",Completely open,education,CSV,Council of Higher Education,（853）2834 5403,info@dses.gov.mo,Per year,https://api.data.gov.mo/document/download/7b5de9ad-e295-41f8-b0a6-38608d562eee?token=KKugOxQq3PQrnAVzpCkrjcbL3Zuu4smyn&isNeedFile=0&lang=TC,"['period', 'levelOfStudyTC', 'levelOfStudyPT', 'value']","['string', 'string', 'string', 'number']","['-', '-', '-', '-']","['年份', '課程程度(繁體中文)', '課程程度(葡文)', '在外升學本地學生人數']","['年份', '课程程度(繁体中文)', '课程程度(葡文)', '在外升学本地学生人数']","['-', '-', '-', '-']","['Ano', 'Nível de curso (caracteres chineses)', 'Nível de curso (caracteres em português)', 'Número de estudantes locais que prosseguem os seus estudos no exterior']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=959&dataDirId=7b5de9ad-e295-41f8-b0a6-38608d562eee&token=jL5h3UecyzLhsgsVokYSx1x8MIiBSXt6
2f17ecdf-4c81-4f6f-8384-4d52d428a125,Recruitment of civil servants - the unified management of the opening test of comprehensive capacity assessment process data,https://data.gov.mo/Detail?id=2f17ecdf-4c81-4f6f-8384-4d52d428a125,No. 14/2016 according to administrative regulations relating to recruitment of civil servants comprehensive data management capability assessment procedures unified open test,Completely open,Administrative and Legal Affairs,XLSX,Chief Civil Service Bureau,（853）88668866,dprtsp@safp.gov.mo,As needed,https://api.data.gov.mo/document/download/2f17ecdf-4c81-4f6f-8384-4d52d428a125?token=hNGVbSzDjMTrAzOMHCmpXyHRTLgMuiNE&isNeedFile=0&lang=TC,"['noConcurso', 'dataAviso', 'vagas', 'cand', 'candA', 'candD', 'dataLista', 'dataValidade']","['-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-']","['開考編號', '開考通告刊登日期', '職缺數目', '報考人數', '確定名單准考人', '確定名單中獲豁免綜合能力評估程序的投考人', '成績名單公佈日期', '成績名單有效期']","['开考编号', '开考通告刊登日期', '职缺数目', '报考人数', '确定名单准考人', '确定名单中获豁免综合能力评估程序的投考人', '成绩名单公布日期', '成绩名单有效期']","['No. of test', 'date of notice', 'number of vacancies', 'number of candidates', 'approved list of candidates', 'candidates exempt from procedures of the Assessment Test on Integrated Skills in the approved list of candidates', 'results release date', 'results validity period']","['N.° do concurso', 'Data do aviso abertura', 'Vagas', 'Candidaturas', 'Candidatos admitidos na lista definitiva', 'Candidatos dispensados da etapa de avaliação de competências integradas, na lista definitiva', 'Data da lista classificativa', 'Data de validade da lista classificativa']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=734&dataDirId=2f17ecdf-4c81-4f6f-8384-4d52d428a125&token=SU6FkWGb3lgwe3tKDLx153NLkUdsBFbuP
725a1e1b-1bfc-4f3b-93c4-d72227034447,The average length of stay travelers,https://data.gov.mo/Detail?id=725a1e1b-1bfc-4f3b-93c4-d72227034447,Calculate the length of stay according to passenger entry and exit date and time.,Completely open,Tourism and Gaming,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,per month,https://api.data.gov.mo/document/download/725a1e1b-1bfc-4f3b-93c4-d72227034447?token=Y0EyU5fntcbIRRrKoPPgTe4pCkaaS1Az&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '日']","['年份', '日']","['Year', 'Day']","['Ano', 'Dia']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=839&dataDirId=725a1e1b-1bfc-4f3b-93c4-d72227034447&token=Mck7bZINaZUVJNh3NIwC5gVOGw4uukWZt
aae52fd8-3d52-47ae-9b0d-bc77ec6ac232,Travel News,https://data.gov.mo/Detail?id=aae52fd8-3d52-47ae-9b0d-bc77ec6ac232,"Introduction Macao held monthly festivals, performances, exhibitions and so on.",Completely open,Tourism and Gaming,RDF,Tourism,(853)28315566,webmaster@macaotourism.gov.mo,per month,https://api.data.gov.mo/document/download/aae52fd8-3d52-47ae-9b0d-bc77ec6ac232?token=hbYnSdO1QJviGacLjLC1G0gut1SMamJG&isNeedFile=0&lang=TC,"['channel/title', 'channel/link', 'channel/description', 'channel/language', 'channel/pubDate', 'channel/webMaster', 'channel/item/title', 'channel/item/link', 'channel/item/description', 'channel/item/pubDate', 'channel/item/category']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['RSS標題', '網址', 'RSS簡介', '語言', 'RSS發佈日期', '聯絡方式', '文章標題', '文章連結', '文章描述', '文章發佈日期', '分類']","['RSS标题', '网址', 'RSS简介', '语言', 'RSS发布日期', '联络方式', '文章标题', '文章连结', '文章描述', '文章发布日期', '分类']","['Title of RSS', 'website', 'Introduction of RSS', 'Language', 'Publish date of RSS', 'Contact', 'Paragraph title', 'Paragraph URL', 'Description of paragraph', 'Publish time of paragraph', 'Category']","['Título do RSS', 'website', 'Introdução ao RSS', 'Língua', 'Data de publicação do RSS', 'Contacto', 'Título do parágrafo', 'URL do parágrafo', 'Descrição do parágrafo', 'Data de publicação do parágrafo', 'Classificação']",FALSE,,,,,,,,,TRUE,"['Travel News (Traditional Chinese)', 'Travel News (English)', 'Travel News (Simplified Chinese)']","['https://whatson.macaotourism.gov.mo/rss/whatson_tc.xml', 'https://whatson.macaotourism.gov.mo/rss/whatson_en.xml', 'https://whatson.macaotourism.gov.mo/rss/whatson_sc.xml']",FALSE,
15044781-1752-4f98-b87e-508208d70408,Tropical Cyclone Warning,https://data.gov.mo/Detail?id=15044781-1752-4f98-b87e-508208d70408,"It offers a tropical cyclone warning signal, tropical cyclone situation and future dynamics information.",Completely open,city ​​environment,XML,Meteorological and Geophysical Bureau,(853) 8898 6223,meteo@smg.gov.mo,As needed,https://api.data.gov.mo/document/download/15044781-1752-4f98-b87e-508208d70408?token=anVW1Ga5qdX2gRbBTc8TbBTYxMQUc8idm&isNeedFile=0&lang=TC,,,,,,,,FALSE,,,,,,,,,TRUE,"['Tropical Cyclone Warning', 'Tropical Cyclone Warning', 'Tropical Cyclone Warning']","['http://xml.smg.gov.mo/e_typhoon.xml', 'http://xml.smg.gov.mo/c_typhoon.xml', 'http://xml.smg.gov.mo/p_typhoon.xml']",FALSE,
0c3034c7-c756-4ef1-bc12-ce91bf934ef6,Macao SAR Resident Identity Card holders statistics,https://data.gov.mo/Detail?id=0c3034c7-c756-4ef1-bc12-ce91bf934ef6,The cumulative number of resident identity card holder,Completely open,Demography,XLSX,Identification Bureau,(853) 28370777,info@dsi.gov.mo,Per year,https://api.data.gov.mo/document/download/0c3034c7-c756-4ef1-bc12-ce91bf934ef6?token=i1wBttzau7jVH2J9C7Ujh2fUXAzxHAum&isNeedFile=0&lang=TC,"['year', 'cumulative number']","['-', '-']","['-', '-']","['年份', '累計人數']","['年份', '累计人数']","['Year', 'cumulative number']","['Ano', 'Número cumulativo']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=1052&dataDirId=0c3034c7-c756-4ef1-bc12-ce91bf934ef6&token=QJOLDATsygKnEwXgSOYI2haoQWb5KI1W
fc6a47e8-8b8a-4d48-b980-d861d1cecf77,Macao special and hazardous waste treatment station data,https://data.gov.mo/Detail?id=fc6a47e8-8b8a-4d48-b980-d861d1cecf77,About Macao Special and Hazardous Waste Treatment Station data,Completely open,city ​​environment,JSON,Environmental Protection Agency,+853 2872 5134,info@dspa.gov.mo,per month,https://api.data.gov.mo/document/download/fc6a47e8-8b8a-4d48-b980-d861d1cecf77?token=5y5oCJTlvmXBjyqJgBb5wwIliR8oMnEk5&isNeedFile=0&lang=TC,"['CollectionPeriod', 'AmountProcessed', 'AmountReceived']","['nvarchar', 'nvarchar', 'nvarchar']","['200', '200', '200']","['收集時間', '每月處理量(噸)', '每月接收量(噸)']","['收集时间', '每月处理量(吨)', '每月接收量(吨)']","['Tempo de coleta', 'Capacidade de tratamentox(Tonelada)', 'Quantidade de materiais reciclados(Tonelada)']","['Tempo de coleta', 'Capacidade de tratamentox(Tonelada)', 'Quantidade de materiais reciclados(Tonelada)']",TRUE,['Macao special and hazardous waste treatment station data'],['POST'],['JSON'],['https://dspa.apigateway.data.gov.mo/T_Bas_MHWTP_Approved'],['Macao Special and Hazardous Waste Treatment Station data - Macao Special and Hazardous Waste Treatment Station data - Dados de estação de tratamento de resíduos especiais e perigosos de Macau'],['Authorization'],['APPCODE 09d43a591fba407fb862412970667de4'],['Required parameter call api'],FALSE,,,FALSE,
2ef78656-709d-48c6-b03b-51030bd414ef,Parish Land area,https://data.gov.mo/Detail?id=2ef78656-709d-48c6-b03b-51030bd414ef,"Since 2006, parishes Macao Special Administrative Region of the land area of ​​statistics, of which: in 2011 to coordinate the division of the region, an area of ​​Taipa, Coloane and Cotai reclamation area made the appropriate adjustment.",Completely open,city ​​environment,XLSX,Cartography and Cadastre Authority,(853) 2834 0040,mail@dscc.gov.mo,Quarterly,https://api.data.gov.mo/document/download/2ef78656-709d-48c6-b03b-51030bd414ef?token=arNuOt9HAyCpNRSfNO7FhPTqeZs9rDEu&isNeedFile=0&lang=TC,"['year', 'regionNameTC', 'regionNameSC', 'regionNamePT', 'regionNameEN', 'areaOfParishes']","['string', 'string', 'string', 'string', 'string', 'number']","['10', '100', '100', '250', '250', '-']","['年份', '區域名稱(繁體中文)', '區域名稱(簡體中文)', '區域名稱(葡文)', '區域名稱(英文)', '堂區土地面積(km²)']","['年份', '区域名称(繁体中文)', '区域名称(简体中文)', '区域名称(葡文)', '区域名称(英文)', '堂区土地面积(km²)']","['Year', 'Region name(Traditional Chinese)', 'Region name(Simplified Chinese)', 'Region name(Portuguese)', 'Region name(English)', 'Area of parishes(km²)']","['Ano', 'Nome das zonas (chinês tradicional)', 'Nome das zonas (chinês simplificado)', 'Nome das zonas (português)', 'Nome das zonas (inglês)', 'Área de solos das freguesias(km²)']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=852&dataDirId=2ef78656-709d-48c6-b03b-51030bd414ef&token=GWAU5SVco0ojiAtH0XY3ka3P9Euf6wLq
625fe777-b72a-49c1-bd7c-34872dc02e4f,Kara OK is a type of site information,https://data.gov.mo/Detail?id=625fe777-b72a-49c1-bd7c-34872dc02e4f,Has licensed the entity - is a type of site information Kara OK,Completely open,Tourism and Gaming,XML,Tourism,(853)28315566,webmaster@macaotourism.gov.mo,daily,https://api.data.gov.mo/document/download/625fe777-b72a-49c1-bd7c-34872dc02e4f?token=FBNJj9TnC2pMAbfzp7v5kYWTYKf8XqKQf&isNeedFile=0&lang=TC,"['com_name_cn', 'com_name_gb', 'com_name_en', 'com_name_pt', 'com_tel', 'com_fax', 'com_ads_cn', 'com_ads_gb', 'com_ads_en', 'com_ads_pt', 'website']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['繁體中文名稱', '簡體中文名稱', '英文名稱', '葡文名稱', '聯絡電話', '傳真號碼', '繁體中文地址', '簡體中文地址', '英文地址', '葡文地址', '網址']","['繁体中文名称', '简体中文名称', '英文名称', '葡文名称', '联络电话', '传真号码', '繁体中文地址', '简体中文地址', '英文地址', '葡文地址', '网址']","['Name in T.Chinese', 'Name in S.Chinese', 'Name in English', 'Name in Portguese', 'Contact number', 'Fax', 'Address in T.Chinese', 'Address in S.Chinese', 'Address in English', 'Address in Portuguese', 'Website']","['Nome em T.chinês', 'Nome em S.chinês', 'Nome em inglês', 'Nome em português', 'Telefone de contacto', 'Número do Fax', 'Endereço em T.chinês', 'Endereço em S.chinês', 'Endereço em inglês', 'Endereço em português', 'Website']",TRUE,['1'],['GET'],['XML'],['https://dst.apigateway.data.gov.mo/dst_karaokes'],"['Licensed Entities - The case of Kara OK type of venue Licensed Entities - Karaokes has Licensed Entities - is a type of karaoke OK venues Entidades Licenciadas - ""Karaoke""']",['Authorization'],['APPCODE 09d43a591fba407fb862412970667de4'],['Required parameter call api'],FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=653&dataDirId=625fe777-b72a-49c1-bd7c-34872dc02e4f&token=Hl6vFlY51uXJnZTpACIxukOHzW7NUqVv
8d089bb5-5b2d-4b56-9f47-efbc35fe8870,The concentration of air pollutants Found,https://data.gov.mo/Detail?id=8d089bb5-5b2d-4b56-9f47-efbc35fe8870,Concentration of air pollutants per hour was recorded.,Completely open,city ​​environment,XML,Meteorological and Geophysical Bureau,(853) 8898 6223,meteo@smg.gov.mo,As needed,https://api.data.gov.mo/document/download/8d089bb5-5b2d-4b56-9f47-efbc35fe8870?token=GYJIwF7Ocp4wS4eiHaQ1cd2SJUULUuJV&isNeedFile=0&lang=TC,,,,,,,,FALSE,,,,,,,,,TRUE,['The concentration of air pollutants Found'],['http://www.smg.gov.mo/smg/airQuality/latestAirConcentration.json'],FALSE,
6a965f6f-40fc-4aca-b83e-28a8cfed21ae,Sports facilities,https://data.gov.mo/Detail?id=6a965f6f-40fc-4aca-b83e-28a8cfed21ae,Sports facilities,Completely open,physical education,XLSX,Sports Authority,28580762,info@sport.gov.mo,Per year,https://api.data.gov.mo/document/download/6a965f6f-40fc-4aca-b83e-28a8cfed21ae?token=80P6oJ3T2yG5vJEX82gFTDlFHiW31ApB&isNeedFile=0&lang=TC,"['nameVenue', 'local', 'addTc', 'sportType']","['string', 'string', 'string', 'string']","['30', '30', '30', '30']","['設施名稱', '位置', '地址', '運動類型']","['设施名称', '位置', '地址', '运动类型']","['Name of Sports Facility', 'Location', 'Address', 'Sports Type']","['Nome da Instalação desportiva', 'Local', 'Endereço', 'Tipo de desporto']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=989&dataDirId=6a965f6f-40fc-4aca-b83e-28a8cfed21ae&token=LjSiscv8hmr3ztloKjEuU8INocOXrrvV
