dataset_name_en,url,Summary,Open conditions,Data Classification,Data Format,Provide departments / entities,Department Phone Number,Department E-Mail,Update frequency,Basic Info API,Field Name,Field Types,Field Var Len,Field Description (T_Chinese),Field Description (S_Chinese),Field Description (English),Field Description (Portuguese),has_api,API name,Request Method,Return Format,API url,Interface Description,api_key,api_val,api_summary_en
Specialized health care category of patients rushed to the field of treatment divided by location for medical treatment,https://data.gov.mo/Detail?id=96b6fb39-510c-4e39-a7b0-057ac2554d3d,"Specialized health care category, divided by location for medical treatment of patients rushed to the field of treatment",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/96b6fb39-510c-4e39-a7b0-057ac2554d3d?token=TsTb5RfvLMRD5i6vygH2CTVuZm4YfbOIj&isNeedFile=0&lang=TC,"['year', 'locationTC', 'locationPT', 'gender', 'numberOfPatients']","['-', '-', '-', '-', '-']","['-', '-', '-', '-', '-']","['年度', '就醫地點(中文)', '就醫地點(葡文)', '性別', '病人人數']","['年度', '就医地点(中文)', '就医地点(葡文)', '性别', '病人人数']","['year', 'locais de tratamento(chinese)', 'locais de tratamento(português)', 'gender', 'number of Patients']","['ano', 'local de consulta(chinês)', 'local de consulta(português)', 'gênero', 'número de doentes']",FALSE,,,,,,,,
The number of students graduating from universities statistics Macao ─ divided by Institution,https://data.gov.mo/Detail?id=ae78614f-4bc6-4bca-b830-f2192d62d369,"By way of the academic year, the number of Macao provides graduate students by institution of higher learning division.",Completely open,education,CSV,Council of Higher Education,（853）2834 5403,info@dses.gov.mo,Per year,https://api.data.gov.mo/document/download/ae78614f-4bc6-4bca-b830-f2192d62d369?token=wURziy6C5MmDAYyQoTnh1FFOlskYr1YIB&isNeedFile=0&lang=TC,"['period', 'institutionTC', 'institutionPT', 'value']","['string', 'string', 'string', 'number']","['-', '-', '-', '-']","['年份', '院校(繁體中文)', '院校(葡文)', '畢業學生人數']","['年份', '院校(繁体中文)', '院校(葡文)', '毕业学生人数']","['-', '-', '-', '-']","['Ano', 'Instituições do ensino superior (caracteres chineses)', 'Instituições do ensino superior (caracteres em português)', 'Número de estudantes graduados']",FALSE,,,,,,,,
License number of health professionals in general health care category (other) divided by workplace,https://data.gov.mo/Detail?id=c94a272f-f094-4ba1-911e-41517ae6772c,"General health care category (the other), the number of health professionals fiat divided by workplace",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/c94a272f-f094-4ba1-911e-41517ae6772c?token=JYLM0ap8JJHWLUgBJHKSwTVcRYDTd3QlZ&isNeedFile=0&lang=TC,"['year', 'personnelTC', 'personnelPT', 'locationTC', 'locationPT', 'numberOfLicense']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['年度', '人員(中文)', '人員(葡文)', '工作場所(中文)', '工作場所(葡文)', '准照數目']","['年度', '人员(中文)', '人员(葡文)', '工作场所(中文)', '工作场所(葡文)', '准照数目']","['year', 'personnel(chinese)', 'personnel(português)', 'workplace(chinese)', 'workplace(português)', 'number of licenses']","['ano', 'pessoal (chinês)', 'pessoal(português)', 'local de trabalho(chinês)', 'local de trabalho(português)', 'número de licenças']",FALSE,,,,,,,,
Specialized health care category divided by age group of patients rushed to the field of treatment,https://data.gov.mo/Detail?id=db7960a8-ac93-4645-b2af-f17a05f53695,"Specialized health care category, divided by age group sent to the treatment of foreign patients",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/db7960a8-ac93-4645-b2af-f17a05f53695?token=zUVtpwHl0HDCsgPzAfHCxz3W6KoTj3HQh&isNeedFile=0&lang=TC,"['year', 'fromAge', 'toAge', 'gender', 'numberOfPatients']","['-', '-', '-', '-', '-']","['-', '-', '-', '-', '-']","['年度', '歲數由', '歲數至', '性別', '病人人數']","['年度', '岁数由', '岁数至', '性别', '病人人数']","['year', 'lower age range', 'upper age range', 'gender', 'number of Patients']","['ano', 'desde a idade', 'até a idade', 'gênero', 'número de doentes']",FALSE,,,,,,,,
The number of students graduating from local universities Macao statistics ─ divided according to the degree course,https://data.gov.mo/Detail?id=dd116f04-8d6f-4700-ac96-e7a84cb6367b,"By way of the academic year, provided the number of students graduating from local universities Macao degree courses by division.",Completely open,education,CSV,Council of Higher Education,（853）2834 5403,info@dses.gov.mo,Per year,https://api.data.gov.mo/document/download/dd116f04-8d6f-4700-ac96-e7a84cb6367b?token=qlLzI35LBOIkQfNh7yFjQbLAUNyqqR51&isNeedFile=0&lang=TC,"['period', 'levelOfStudyTC', 'levelOfStudyPT', 'value']","['string', 'string', 'string', 'number']","['-', '-', '-', '-']","['年份', '課程程度(繁體中文)', '課程程度(葡文)', '畢業學生人數']","['年份', '课程程度(繁体中文)', '课程程度(葡文)', '毕业学生人数']","['-', '-', '-', '-']","['Ano', 'Nível de curso (caracteres chineses)', 'Nível de curso (caracteres em português)', 'Número de estudantes graduados']",FALSE,,,,,,,,
Operating room specialist health care category overview,https://data.gov.mo/Detail?id=e75b0009-8f27-4720-a103-d590fdfcc0b1,"Specialized health care category, operating room Overview",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/e75b0009-8f27-4720-a103-d590fdfcc0b1?token=bKGT1mnY0DogO0GL4oz8bgfitXKgY9KO&isNeedFile=0&lang=TC,"['year', 'categoryTC', 'categoryPT', 'count']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '分類(中文)', '分類(葡文)', '就診人次']","['年度', '分类(中文)', '分类(葡文)', '就诊人次']","['年度', '分類(中文)', '分類(葡文)', '就診人次']","['年度', '分類(中文)', '分類(葡文)', '就診人次']",FALSE,,,,,,,,
Specialized health care delivery room Category Overview,https://data.gov.mo/Detail?id=e819018a-c48d-4b8d-b482-4ddf806505d7,"Specialized health care category, delivery room Overview",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/e819018a-c48d-4b8d-b482-4ddf806505d7?token=jCCcg245EEfw9AJZJdtHv3rNmjww3XBq&isNeedFile=0&lang=TC,"['year', 'partosTC', 'partosPT', 'value']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '分娩方式(中文)', '分娩方式(葡文)', '數值']","['年度', '分娩方式(中文)', '分娩方式(葡文)', '数值']","['year', 'partos(chinese)', 'partos(português)', 'value']","['ano', 'modalidade de parto (chinês)', 'modalidade de parto(português)', 'valor']",FALSE,,,,,,,,
CDC category divided by age group ○ Yi Qinian two major new cancer cases,https://data.gov.mo/Detail?id=edde9246-5ac7-449b-9f71-ab39b49ec4c3,"Disease prevention and control category, age group division to two ○ Yi Qinian major new cancer cases",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/edde9246-5ac7-449b-9f71-ab39b49ec4c3?token=0y7Mm55rzFolFIAUXijTAUEgOmPhI6Ex9&isNeedFile=0&lang=TC,"['category', 'typeTC', 'typePT', 'ageGroup', 'count']","['-', '-', '-', '-', '-']","['-', '-', '-', '-', '-']","['國際疾病分類第10版', '癌症部位 / 類別(中文)', '癌症部位 / 類別(葡文)', '歲組', '個案數目']","['国际疾病分类第10版', '癌症部位 / 类别(中文)', '癌症部位 / 类别(葡文)', '岁组', '个案数目']","['CID-10', 'Local / Tipo de cancro(chinese)', 'Local / Tipo de cancro(português)', 'age group', 'number of cases']","['CID-10', 'Local / Tipo de cancro(chinese)', 'Local / Tipo de cancro(português)', 'age group', 'number of cases']",FALSE,,,,,,,,
The number of injury accidents Disease Control and Prevention category by category of accident,https://data.gov.mo/Detail?id=fa255fa9-c646-497c-931f-be5508407c10,"Disease Control and Prevention category, the number of injuries to accidents by type of accident",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/fa255fa9-c646-497c-931f-be5508407c10?token=USPVdyopU8LIGGFCNUOaRXuNcwpxfBy7S&isNeedFile=0&lang=TC,"['year', 'categoryTC', 'categoryPT', 'count']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '分類(中文)', '分類(葡文)', '傷害事故人數']","['年度', '分类(中文)', '分类(葡文)', '伤害事故人数']","['year', 'category(chinese)', 'category(português)', 'number of injuries']","['ano', 'classificação (chinês)', 'classificação(português)', 'número de vítimas por acidente']",FALSE,,,,,,,,
The number of local institutions of higher learning students registered in Macao statistics ─ divided according to the degree course,https://data.gov.mo/Detail?id=fbb9f0da-d6d4-4e62-a0c3-d634c1494ebf,"By way of the academic year, the number of Macao universities to provide local students registered by the degree course divided.",Completely open,education,CSV,Council of Higher Education,（853）2834 5403,info@dses.gov.mo,Per year,https://api.data.gov.mo/document/download/fbb9f0da-d6d4-4e62-a0c3-d634c1494ebf?token=QSxQHMCi35FnMwFGWwhzZ4lInygrqyh6&isNeedFile=0&lang=TC,"['period', 'levelOfStudyTC', 'levelOfStudyPT', 'value']","['string', 'string', 'string', 'number']","['-', '-', '-', '-']","['年份', '課程程度(繁體中文)', '課程程度(葡文)', '註冊學生人數']","['年份', '课程程度(繁体中文)', '课程程度(葡文)', '注册学生人数']","['-', '-', '-', '-']","['Ano', 'Nível de curso (caracteres chineses)', 'Nível de curso (caracteres em português)', 'Número de estudantes matriculados']",FALSE,,,,,,,,
Public parking indiscriminate removal of parked vehicles,https://data.gov.mo/Detail?id=fc6710f0-fd42-4cd8-b1dc-1d7d1e244934,Public parking indiscriminate removal of parked vehicles,Completely open,Public transit,XLSX,Transport Bureau,88666363,info@dsat.gov.mo,Quarterly,https://api.data.gov.mo/document/download/fc6710f0-fd42-4cd8-b1dc-1d7d1e244934?token=l5kdelWu4DlkvMvhKa7bIUSeDQT1xxVB&isNeedFile=0&lang=TC,"['year', 'item', 'subitem', 'month', 'amount']","['number', 'string', 'string', 'number', 'string']","['10', '100', '100', '10', '100']","['年份', '項目', '子項目', '月份', '總數']","['年份', '项目', '子项目', '月份', '总数']","['--', '--', '--', '--', '--']","['--', '--', '--', '--', '--']",FALSE,,,,,,,,
Ten Disease Control and Prevention Category mandatory reporting of cases of disease,https://data.gov.mo/Detail?id=15ab3029-5885-4609-8273-e48803422078,Disease prevention and control category to gender ten mandatory reporting of cases of disease,Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/15ab3029-5885-4609-8273-e48803422078?token=7QcZAeVH4GsxM0D6CpJcg9zB3BU6qVfY&isNeedFile=0&lang=TC,"['year', 'category', 'diseaseTC', 'diseasePT', 'gender', 'count']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['年度', '國際疾病分類第10版', '疾病(中文)', '疾病(葡文)', '性別', '個案數目']","['年度', '国际疾病分类第10版', '疾病(中文)', '疾病(葡文)', '性别', '个案数目']","['year', 'CID-10', 'disease(chinese)', 'disease(português)', 'gender', 'number of cases']","['year', 'CID-10', 'disease(chinese)', 'disease(português)', 'gender', 'number of cases']",FALSE,,,,,,,,
The number of Macao Higher Education Staff statistics ─ divided by Institution,https://data.gov.mo/Detail?id=17e07b97-fbb1-46a7-a897-ee8e743e8d3c,"By way of the academic year, the number of Macao provided by institutions of higher learning faculty division.",Completely open,education,CSV,Council of Higher Education,（853）2834 5403,info@dses.gov.mo,Per year,https://api.data.gov.mo/document/download/17e07b97-fbb1-46a7-a897-ee8e743e8d3c?token=4EOEjkRqsNxqO2m2z8Cwvs4aKSyzupx0&isNeedFile=0&lang=TC,"['period', 'institutionTC', 'institutionPT', 'value']","['string', 'string', 'string', 'number']","['-', '-', '-', '-']","['年份', '院校(繁體中文)', '院校(葡文)', '教職員人數']","['年份', '院校(繁体中文)', '院校(葡文)', '教职员人数']","['-', '-', '-', '-']","['Ano', 'Instituições do ensino superior (caracteres chineses)', 'Instituições do ensino superior (caracteres em português)', 'Número de docentes e trabalhadores']",FALSE,,,,,,,,
Disease prevention and control category according to the mandatory ten-year-old group is divided cases of notifiable diseases,https://data.gov.mo/Detail?id=1cb4c716-25a1-4289-8cd8-8ceec406a6c0,"Disease prevention and control category, with ten-year-old group is divided mandatory reporting of cases of disease",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/1cb4c716-25a1-4289-8cd8-8ceec406a6c0?token=qGDkBH9eyqApeqCIUQGceHZLkIthbHlF&isNeedFile=0&lang=TC,"['year', 'category', 'diseaseTC', 'diseasePT', 'ageGroup', 'count']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['年度', '國際疾病分類第10版', '疾病(中文)', '疾病(葡文)', '歲組', '個案數目']","['年度', '国际疾病分类第10版', '疾病(中文)', '疾病(葡文)', '岁组', '个案数目']","['year', 'CID-10', 'disease(chinese)', 'disease(português)', 'age group', 'number of cases']","['ano', 'CID-10', 'doenças (chinês)', 'doenças (português)', 'grupo etário', 'número de casos']",FALSE,,,,,,,,
Disease prevention and control category Community Health Working Group Overview,https://data.gov.mo/Detail?id=22bcf76e-8465-4445-b23c-2b398ad656db,"Disease prevention and control category, Community Health Working Group Overview",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/22bcf76e-8465-4445-b23c-2b398ad656db?token=Cs6iWsczlA4pchYdpHRTw6pNVw1ypjeuC&isNeedFile=0&lang=TC,"['year', 'categoryTC', 'categoryPT', 'value']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '分類(中文)', '分類(葡文)', '數值']","['年度', '分类(中文)', '分类(葡文)', '数值']","['year', 'category(chinese)', 'category(português)', 'values']","['ano', 'classificação (chinês)', 'classificação (português)', 'valor']",FALSE,,,,,,,,
Specialized health care category divided by specialty surgical passengers,https://data.gov.mo/Detail?id=237701cb-b324-4ead-9f3d-580c6c3f9293,"Specialized health care category, according to the specialist division of surgery visits",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/237701cb-b324-4ead-9f3d-580c6c3f9293?token=T37o3VAFdD7Rq1rRidXxF2j18kqZlD44&isNeedFile=0&lang=TC,"['specialtyTC', 'specialtyPT', 'boccp', 'boccu', 'bopcp', 'bopcu', 'ichcp', 'ichcu', 'boqcp', 'total']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['專科(中文)', '專科(葡文)', '中央手術室-預先編定手術', '中央手術室-急診手術', '週邊手術室-預先編定手術', '週邊手術室-急診手術', '手術介入雜交手術室-預先編定手術', '手術介入雜交手術室-急診手術', '燒傷科手術室-預先編定手術', '總數']","['专科(中文)', '专科(葡文)', '中央手术室-预先编定手术', '中央手术室-急诊手术', '周边手术室-预先编定手术', '周边手术室-急诊手术', '手术介入杂交手术室-预先编定手术', '手术介入杂交手术室-急诊手术', '烧伤科手术室-预先编定手术', '总数']","['especialidades(chinese)', 'especialidades(português)', 'bloco operatório central - cirurgia programada', 'bloco operatório central - cirurgia urgente', 'bloco operatório periférico - cirurgia programada', 'bloco operatório periférico - cirurgia urgente', 'movimento do bloco de intervençoes cirúrgicas hibridas - cirurgia programada', 'movimento do bloco de intervençoes cirúrgicas hibridas - cirurgia urgente', 'bloco operatório queimados - cirurgia programada', 'total']","['especialidades(chinese)', 'especialidades(português)', 'bloco operatório central - cirurgia programada', 'bloco operatório central - cirurgia urgente', 'bloco operatório periférico - cirurgia programada', 'bloco operatório periférico - cirurgia urgente', 'movimento do bloco de intervençoes cirúrgicas hibridas - cirurgia programada', 'movimento do bloco de intervençoes cirúrgicas hibridas - cirurgia urgente', 'bloco operatório queimados - cirurgia programada', 'total']",FALSE,,,,,,,,
"The number of teaching staff of various types of schools, educational stage and the highest degree of distribution",https://data.gov.mo/Detail?id=29963f8e-424c-4f23-9c5d-fbe69342deb8,"The number of teaching staff of various types of schools, educational stage and the highest degree of distribution",Completely open,education,XLSX,Education and Youth Affairs Bureau,28555533,webmaster@dsej.gov.mo,Per year,https://api.data.gov.mo/document/download/29963f8e-424c-4f23-9c5d-fbe69342deb8?token=miypSFZQzy3swBeE8PwPhK4JWDS115yqp&isNeedFile=0&lang=TC,"['year', 'train', 'train_p', 'category', 'category_p', 'level', 'level_p', 't01', 't02', 't03', 't04', 't05', 't06', 't07', 't08', 't09', 't10', 't11', 't12']","['string', 'string', 'string', 'string', 'string', 'string', 'string', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['學年', '師資培訓', '師資培訓（葡萄牙文）', '各類學校', '各類學校（葡萄牙文）', '教育階段', '教育階段（葡萄牙文）', '博士學位（人數）', '碩士學位（人數）', '研究生畢業（人數）', '學士學位（人數）', '專科學位（人數）', '文憑（人數）', '副學士學位（人數）', '中專畢業（人數）', '中學畢業（人數）', '中學未畢業（人數）', '小學畢業（人數）', '小學未畢業（人數）']","['学年', '师资培训', '师资培训（葡萄牙文）', '各类学校', '各类学校（葡萄牙文）', '教育阶段', '教育阶段（葡萄牙文）', '博士学位（人数）', '硕士学位（人数）', '研究生毕业（人数）', '学士学位（人数）', '专科学位（人数）', '文凭（人数）', '副学士学位（人数）', '中专毕业（人数）', '中学毕业（人数）', '中学未毕业（人数）', '小学毕业（人数）', '小学未毕业（人数）']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Ano Lectivo', 'Formação Pedagógica', 'Formação Pedagógica (Port.)', 'Tipo de escola', 'Tipo de escola (Port.)', 'Nível de ensino', 'Nível de ensino (Port.)', 'Doutoramento (Número de Pessoal docente - por PESSOA)', 'Mestrado (Número de Pessoal docente - por PESSOA)', 'Pós-Graduado completo (Número de Pessoal docente - por PESSOA)', 'Licenciatura (Número de Pessoal docente - por PESSOA)', 'Bacharelato (Número de Pessoal docente - por PESSOA)', 'Diploma (Número de Pessoal docente - por PESSOA)', 'Associado (Número de Pessoal docente - por PESSOA)', 'Graduated from secondary technical school (Número de Pessoal docente - por PESSOA)', 'Ensino secundário completo (Número de Pessoal docente - por PESSOA)', 'Ensino secundário incompleto (Número de Pessoal docente - por PESSOA)', 'Ensino primário completo (Número de Pessoal docente - por PESSOA)', 'Ensino primário incompleto (Número de Pessoal docente - por PESSOA)']",FALSE,,,,,,,,
Retirement and pension system - serving members - by sex,https://data.gov.mo/Detail?id=2ae8d977-db37-479c-970a-2162688e5458,Annual and gender statistics retirement and pension system in the number of active members,Completely open,Administrative and Legal Affairs,CSV,Pension Fund,2835 6556,fp@fp.gov.mo,Per year,https://api.data.gov.mo/document/download/2ae8d977-db37-479c-970a-2162688e5458?token=rd3AlL3QKap4T2Q5AUXvKCnvU93bjqJfb&isNeedFile=0&lang=TC,"['year', 'gender', 'peopleCount']","['-', '-', '-']","['-', '-', '-']","['年份', '性別', '人數']","['年份', '性别', '人数']","['', '', '']","['Ano', 'Sexo', 'N.º de subscritores']",FALSE,,,,,,,,
CDC Category Ten new cases of cancer,https://data.gov.mo/Detail?id=3be8ebf8-4a12-4acf-b5bc-2877bd7d68ca,"Disease prevention and control category, ten new cases of cancer",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/3be8ebf8-4a12-4acf-b5bc-2877bd7d68ca?token=rFZGVisKnUNv3Kvebwy8komk7G8lm9f7&isNeedFile=0&lang=TC,"['year', 'category', 'typeTC', 'typePT', 'gender', 'count']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['年度', '國際疾病分類第10版', '癌症部位 / 類別(中文)', '癌症部位 / 類別(葡文)', '性別', '個案數目']","['年度', '国际疾病分类第10版', '癌症部位 / 类别(中文)', '癌症部位 / 类别(葡文)', '性别', '个案数目']","['year', 'CID-10', 'Local / Tipo de cancro(chinese)', 'Local / Tipo de cancro(português)', 'gender', 'number of cases']","['year', 'CID-10', 'Local / Tipo de cancro(chinese)', 'Local / Tipo de cancro(português)', 'gender', 'number of cases']",FALSE,,,,,,,,
Disease prevention and control of AIDS counseling services category,https://data.gov.mo/Detail?id=3ea938c8-28b7-4f4a-af23-f94d712a9a7a,"Disease prevention and control category, AIDS counseling services",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/3ea938c8-28b7-4f4a-af23-f94d712a9a7a?token=rJUoWicrM7ZwgS3Wgg3R17riefd6jb699&isNeedFile=0&lang=TC,"['year', 'categoryTC', 'categoryPT', 'count']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '分類(中文)', '分類(葡文)', '愛滋病諮詢服務數目']","['年度', '分类(中文)', '分类(葡文)', '爱滋病咨询服务数目']","['年度', '分類(中文)', '分類(葡文)', '愛滋病諮詢服務數目']","['Ano', 'classificação(chinês)', 'classificação(português)', 'Número de serviços de consulta sobre a SIDA']",FALSE,,,,,,,,
Disease prevention and control and environmental context of the Ministry of Health food sampling work profile,https://data.gov.mo/Detail?id=47536b06-5568-4a58-b6eb-582e32121871,"Disease prevention and control category, environmental and food samples the Ministry of Health work profile",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/47536b06-5568-4a58-b6eb-582e32121871?token=wI3X5yqZmB2Rt72cRcxbTD5Utoj2VUyy&isNeedFile=0&lang=TC,"['year', 'categoryTC', 'categoryPT', 'value']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '分類(中文)', '分類(葡文)', '數值']","['年度', '分类(中文)', '分类(葡文)', '数值']","['year', 'category(chinese)', 'category(português)', 'values']","['ano', 'classificação (chinês)', 'classificação (português)', 'valor']",FALSE,,,,,,,,
HIV infection cases of disease prevention and control balance divided by age group category,https://data.gov.mo/Detail?id=5796dfcc-1acc-4dc3-8bf2-4a3fcc7764d3,"Disease prevention and control category, age group with HIV infection cases divided balance",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/5796dfcc-1acc-4dc3-8bf2-4a3fcc7764d3?token=pYhyj5JKIzngXBbjeEVR6jmOVmHMnLTHd&isNeedFile=0&lang=TC,"['year', 'ageGroup', 'gender', 'count']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '歲組', '性別', '愛滋病病毒感染結存個案數目']","['年度', '岁组', '性别', '爱滋病病毒感染结存个案数目']","['年度', '歲組', '性別', '愛滋病病毒感染結存個案數目']","['ano', 'grupo etário', 'sexo', 'número de casos existentes de VIH']",FALSE,,,,,,,,
Human resources personnel category by age group distribution division,https://data.gov.mo/Detail?id=5b11ac25-febf-4706-976f-0a86dc62a3f2,Human Resources category to persons age group distribution division,Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/5b11ac25-febf-4706-976f-0a86dc62a3f2?token=UJKEYcNpKGR3K8Giqui2eL6vvWKtzZCB6&isNeedFile=0&lang=TC,"['year', 'groupTC', 'groupPT', 'ageGroup', 'count']","['-', '-', '-', '-', '-']","['-', '-', '-', '-', '-']","['年度', '職業組別(中文)', '職業組別(葡文)', '歲組', '人員數目']","['年度', '职业组别(中文)', '职业组别(葡文)', '岁组', '人员数目']","['year', 'group(chinese)', 'group(português)', 'age group', 'number of personnels']","['ano', 'grupo profissional(chinês)', 'grupo profissional(português)', 'grupo etário', 'número de trabalhadores']",FALSE,,,,,,,,
Provident fund system - a contributor registration cancellation - divided by type of appointment,https://data.gov.mo/Detail?id=6931bfb3-7ad7-4815-ac3e-7a0b9f0f788c,Statistics fund system in the year the number of registered contributors of cancellation by way of appointment,Completely open,Administrative and Legal Affairs,CSV,Pension Fund,2835 6556,fp@fp.gov.mo,Per year,https://api.data.gov.mo/document/download/6931bfb3-7ad7-4815-ac3e-7a0b9f0f788c?token=60BQrtBcQNWIDSFVIoROe8xjkezsi8yxr&isNeedFile=0&lang=TC,"['year', 'employmentMethodZH', 'employmentMethodZHS', 'employmentMethodPT', 'peopleCount']","['-', '-', '-', '-', '-']","['-', '-', '-', '-', '-']","['年份', '任用方式的繁體名稱', '任用方式的簡體名稱', '任用方式的葡文名稱', '人數']","['年份', '任用方式的繁体名称', '任用方式的简体名称', '任用方式的葡文名称', '人数']","['-', '-', '-', '-', '-']","['Ano', 'Formas de provimento em chinês tradicional', 'Formas de provimento em chinês simplificado', 'Formas de provimento em português', 'Número de contribuintes']",FALSE,,,,,,,,
The number of buses equipped with wheelchair docking device,https://data.gov.mo/Detail?id=73809a1a-3ed3-42ec-92c2-2e5ca5b196dd,The number of buses equipped with wheelchair docking device,Completely open,Public transit,XLSX,Transport Bureau,88666363,info@dsat.gov.mo,Quarterly,https://api.data.gov.mo/document/download/73809a1a-3ed3-42ec-92c2-2e5ca5b196dd?token=h5np4fEMIfUOrg4yi9nBF8d3nV3G8gxwx&isNeedFile=0&lang=TC,"['year', 'item', 'subitem', 'amount', 'month']","['number', 'string', 'string', 'string', 'number']","['10', '100', '100', '100', '10']","['年份', '項目', '子項目', '總數', '月份']","['年份', '项目', '子项目', '总数', '月份']","['--', '--', '--', '--', '--']","['--', '--', '--', '--', '--']",FALSE,,,,,,,,
The number of types of schools and school education stage (calculated as education stage),https://data.gov.mo/Detail?id=7ee5c2b9-cb91-4735-842c-a69a94eba844,The number of types of schools and school education stage (calculated as education stage),Completely open,education,XLSX,Education and Youth Affairs Bureau,28555533,webmaster@dsej.gov.mo,Per year,https://api.data.gov.mo/document/download/7ee5c2b9-cb91-4735-842c-a69a94eba844?token=bQilupeaiXGA0t4D5dFDGjSrbP5Tb3mQ9&isNeedFile=0&lang=TC,"['year', 'level', 'level_p', 'category', 'category_p', 'no']","['string', 'string', 'string', 'string', 'string', 'number']","['-', '-', '-', '-', '-', '-']","['學年', '開辦的教育階段', '開辦的教育階段（葡萄牙文）', '各類學校', '各類學校（葡萄牙文）', '有開辦該教育階段的學校數']","['学年', '开办的教育阶段', '开办的教育阶段（葡萄牙文）', '各类学校', '各类学校（葡萄牙文）', '有开办该教育阶段的学校数']","['-', '-', '-', '-', '-', '-']","['Ano Lectivo', 'Nível de ensino da Operação', 'Nível de ensino da Operação (Port.)', 'Tipo de escola', 'Tipo de escola (Port.)', 'Número de escolas (Nível de ensino da Operação)']",FALSE,,,,,,,,
Specialized health care Tuberculosis Prevention Center Category Overview,https://data.gov.mo/Detail?id=878bae1b-0f7a-4e21-9cfb-17db973b3774,"Specialized health care category, Tuberculosis Prevention Center Overview",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/878bae1b-0f7a-4e21-9cfb-17db973b3774?token=YU6w0DVYmmKsXXAqTaks6tPmiE8jO6CR&isNeedFile=0&lang=TC,"['year', 'categoryTC', 'categoryPT', 'value']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '分類(中文)', '分類(葡文)', '數值']","['年度', '分类(中文)', '分类(葡文)', '数值']","['year', 'category(chinese)', 'category(português)', 'value']","['ano', 'classificação(chinês)', 'classificação(português)', 'valor']",FALSE,,,,,,,,
